6915.18,784.6,1135.57,-0.20955,-0.00323347,-1.7151e-06
6915.68,785.09,1135.47,-0.198402,0.0478189,0.102124
6916.18,785.583,1135.38,-0.165813,0.0818544,0.068018
6916.69,786.089,1135.3,-0.119457,0.0995331,0.0352538
6917.21,786.607,1135.26,-0.0667736,0.102843,0.00718935
6917.74,787.133,1135.23,-0.01464,0.0948771,-0.0143844
6918.27,787.662,1135.24,0.0313713,0.079086,-0.0293982
6918.8,788.188,1135.27,0.0676352,0.0587546,-0.0384352
6919.32,788.707,1135.31,0.0924847,0.0366617,-0.0423569
6919.83,789.219,1135.36,0.105798,0.0150292,-0.0419872
6920.34,789.727,1135.41,0.108483,-0.0045153,-0.0382697
6920.85,790.232,1135.47,0.10206,-0.0207618,-0.0319689
6921.36,790.738,1135.52,0.0884296,-0.0329297,-0.0239866
6921.87,791.244,1135.56,0.0697188,-0.040678,-0.0152856
6922.38,791.753,1135.59,0.0480856,-0.0441629,-0.00689575
6922.89,792.265,1135.61,0.0255771,-0.0438351,0.000575788
6923.4,792.777,1135.61,0.0039907,-0.0403701,0.00670421
6923.91,793.29,1135.61,-0.0152403,-0.0345733,0.0112592
6924.43,793.803,1135.6,-0.031128,-0.0273426,0.0140704
6924.94,794.316,1135.58,-0.0431362,-0.0194939,0.015299
6925.45,794.827,1135.55,-0.0511308,-0.0117257,0.0151656
6925.96,795.338,1135.53,-0.0553067,-0.00459636,0.0139327
6926.47,795.849,1135.5,-0.0561141,0.00143839,0.0118024
6926.99,796.359,1135.47,-0.0541851,0.00610949,0.00913877
6927.5,796.87,1135.44,-0.050244,0.0093119,0.00626588
6928.01,797.38,1135.42,-0.0450316,0.0110781,0.00345543
6928.52,797.891,1135.4,-0.0392538,0.0115184,0.00086215
6929.03,798.402,1135.38,-0.0335351,0.0108422,-0.00132093
6929.54,798.914,1135.36,-0.028379,0.00931664,-0.00298155
6930.05,799.425,1135.35,-0.0241469,0.00723064,-0.00407772
6930.57,799.936,1135.34,-0.0210567,0.00485298,-0.00464855
6931.08,800.448,1135.33,-0.0191937,0.00243267,-0.00473254
6931.59,800.959,1135.32,-0.0185257,0.000179873,-0.00440547
6932.1,801.47,1135.31,-0.0189259,-0.00174539,-0.00376571
6932.61,801.981,1135.3,-0.0201986,-0.00323354,-0.00291084
6933.12,802.492,1135.29,-0.0221072,-0.00423288,-0.00195472
6933.63,803.003,1135.28,-0.0244017,-0.00474271,-0.000997269
6934.14,803.515,1135.26,-0.026842,-0.00480364,-0.000119254
6934.66,804.026,1135.25,-0.029211,-0.00446386,0.000664523
6935.17,804.537,1135.23,-0.0313256,-0.0038082,0.00128238
6935.68,805.048,1135.22,-0.0330506,-0.00293994,0.00169823
6936.19,805.559,1135.2,-0.0343047,-0.00196588,0.00190532
6936.7,806.069,1135.18,-0.0350491,-0.000946632,0.00199373
6937.21,806.58,1135.16,-0.0352802,4.24443e-05,0.00193475
6937.72,807.091,1135.15,-0.035032,0.000928575,0.00173339
6938.23,807.602,1135.13,-0.0343722,0.00165291,0.00141693
6938.75,808.113,1135.11,-0.0333804,0.0022273,0.00112363
6939.26,808.624,1135.09,-0.0321351,0.00264498,0.000817059
6939.77,809.135,1135.08,-0.0307188,0.0028961,0.000491264
6940.28,809.646,1135.06,-0.0292175,0.00297723,0.00015872
6940.79,810.157,1135.05,-0.0277013,0.00295467,-4.41131e-05
6941.3,810.668,1135.03,-0.0262153,0.00285863,-0.000187848
6941.81,811.179,1135.02,-0.0247942,0.00270103,-0.000308263
6942.32,811.69,1135.01,-0.023468,0.00248727,-0.000418119
6942.84,812.201,1135,-0.0222486,0.00228326,-0.000399043
6943.35,812.712,1134.99,-0.0211254,0.0021108,-0.000337331
6943.86,813.223,1134.98,-0.0200829,0.00196753,-0.000280235
6944.37,813.735,1134.97,-0.0191097,0.00183975,-0.000249949
6944.88,814.246,1134.96,-0.0181863,0.00177247,-0.000131583
6945.39,814.757,1134.95,-0.0172817,0.00176635,-1.19755e-05
6945.9,815.268,1134.94,-0.0163707,0.00179767,6.12593e-05
6946.39,815.757,1134.93,-0.0154824,0.00183216,7.04797e-05
6946.88,816.247,1134.92,-0.014569,0.00189995,0.000138503
6947.37,816.736,1134.92,-0.0136167,0.00199146,0.00018697
6947.86,817.226,1134.91,-0.0126203,0.00207985,0.000180587
6948.35,817.715,1134.9,-0.0115885,0.0021355,0.000113684
6948.84,818.205,1134.9,-0.0105309,0.0021855,0.000102164
6949.33,818.694,1134.89,-0.00945117,0.00222597,8.26767e-05
6949.82,819.184,1134.89,-0.0083581,0.00223989,2.84329e-05
6950.31,819.673,1134.89,-0.00726912,0.00220893,-6.32275e-05
6950.8,820.163,1134.88,-0.00619927,0.00216169,-9.64862e-05
6951.29,820.652,1134.88,-0.0051557,0.0021016,-0.000122736
6951.78,821.142,1134.88,-0.00414656,0.00202102,-0.000164584
6952.27,821.631,1134.88,-0.00318418,0.00191045,-0.000225843
6952.76,822.121,1134.87,-0.00227721,0.00179467,-0.000236483
6953.25,822.611,1134.87,-0.00142692,0.00167889,-0.000236485
6953.74,823.1,1134.87,-0.000634258,0.00155924,-0.000244392
6954.22,823.59,1134.87,9.73826e-05,0.00142964,-0.000264729
6954.71,824.079,1134.87,0.000767022,0.00130596,-0.000252629
6955.2,824.569,1134.87,0.00137825,0.001191,-0.000234807
